市区町村コード,都道府県,名称（空白なし）,名称,人口　平成27年,人口　平成22年（組替）,平成22年〜27年の人口増減数,平成22年〜27年の人口増減率（％）,面積（km2）,人口密度（1km2当たり）,世帯数　平成27年,世帯数　平成22年（組替）,平成22年〜27年の世帯増減数,平成22年〜27年の世帯増減率（％）
33213,岡山県,赤磐市,赤磐市,43218,43458,-240,-0.5522573519,209.36,206.4,15704,15274,430,2.8152415870
33214,岡山県,真庭市,真庭市,46137,48964,-2827,-5.7736296054,828.53,55.7,16079,16458,-379,-2.3028314498
33215,岡山県,美作市,美作市,27956,30498,-2542,-8.3349727851,429.29,65.1,10885,11205,-320,-2.8558679161
33216,岡山県,浅口市,浅口市,34256,36114,-1858,-5.1448191837,66.46,515.4,12452,12280,172,1.4006514658
33340,岡山県,和気郡,和気郡,14410,15362,-952,-6.1971097513,144.21,99.9,5211,5394,-183,-3.3926585095
33346,岡山県,和気町,和気町,14410,15362,-952,-6.1971097513,144.21,99.9,5211,5394,-183,-3.3926585095
33420,岡山県,都窪郡,都窪郡,12159,12214,-55,-0.4503029311,7.62,1595.7,4347,4200,147,3.5000000000
33423,岡山県,早島町,早島町,12159,12214,-55,-0.4503029311,7.62,1595.7,4347,4200,147,3.5000000000
33440,岡山県,浅口郡,浅口郡,10937,10916,21,0.1923781605,12.23,894.3,4024,3795,229,6.0342555995
33445,岡山県,里庄町,里庄町,10937,10916,21,0.1923781605,12.23,894.3,4024,3795,229,6.0342555995
33460,岡山県,小田郡,小田郡,14213,15092,-879,-5.8242777631,90.62,156.8,4954,4947,7,0.1414998989
33461,岡山県,矢掛町,矢掛町,14213,15092,-879,-5.8242777631,90.62,156.8,4954,4947,7,0.1414998989
33580,岡山県,真庭郡,真庭郡,866,957,-91,-9.5088819227,67.11,12.9,330,342,-12,-3.5087719298
33586,岡山県,新庄村,新庄村,866,957,-91,-9.5088819227,67.11,12.9,330,342,-12,-3.5087719298
33600,岡山県,苫田郡,苫田郡,12853,13580,-727,-5.3534609720,419.68,30.6,4669,4725,-56,-1.1851851852
33606,岡山県,鏡野町,鏡野町,12853,13580,-727,-5.3534609720,419.68,30.6,4669,4725,-56,-1.1851851852
33620,岡山県,勝田郡,勝田郡,17016,17280,-264,-1.5277777778,123.56,137.7,6028,5917,111,1.8759506507
33622,岡山県,勝央町,勝央町,11117,11195,-78,-0.6967396159,54.05,205.7,4052,3928,124,3.1568228106
33623,岡山県,奈義町,奈義町,5899,6085,-186,-3.0566967954,69.52,84.9,1976,1989,-13,-0.6535947712
33640,岡山県,英田郡,英田郡,1472,1520,-48,-3.1578947368,57.97,25.4,561,557,4,0.7181328546
33643,岡山県,西粟倉村,西粟倉村,1472,1520,-48,-3.1578947368,57.97,25.4,561,557,4,0.7181328546
33660,岡山県,久米郡,久米郡,19360,20938,-1578,-7.5365364409,310.81,62.3,7155,7488,-333,-4.4471153846
33663,岡山県,久米南町,久米南町,4909,5296,-387,-7.3074018127,78.65,62.4,1893,1957,-64,-3.2703117016
33666,岡山県,美咲町,美咲町,14451,15642,-1191,-7.6141158420,232.17,62.2,5262,5531,-269,-4.8634966552
33680,岡山県,加賀郡,加賀郡,11955,13033,-1078,-8.2713112867,268.78,44.5,4375,4460,-85,-1.9058295964
33681,岡山県,吉備中央町,吉備中央町,11955,13033,-1078,-8.2713112867,268.78,44.5,4375,4460,-85,-1.9058295964
34101,広島県,広島市中区,広島市 中区,136684,130482,6202,4.7531460278,15.32,8921.9,76858,73281,3577,4.8812106822
34102,広島県,広島市東区,広島市 東区,120075,120751,-676,-0.5598297323,39.42,3046.0,51673,50605,1068,2.1104633929
34103,広島県,広島市南区,広島市 南区,142719,138190,4529,3.2773717346,26.30,5426.6,68792,66357,2435,3.6695450367
34104,広島県,広島市西区,広島市 西区,191134,186985,4149,2.2188945637,35.61,5367.4,90498,87222,3276,3.7559331361
34105,広島県,広島市安佐南区,広島市 安佐南区,242660,233733,8927,3.8193152015,117.24,2069.8,99413,95188,4225,4.4385846955
34106,広島県,広島市安佐北区,広島市 安佐北区,145074,149633,-4559,-3.0467878075,353.33,410.6,57128,56550,578,1.0221043324
34107,広島県,広島市安芸区,広島市 安芸区,79370,78789,581,0.7374125830,94.08,843.6,31254,30310,944,3.1144836688
34108,広島県,広島市佐伯区,広島市 佐伯区,136791,135280,1511,1.1169426375,225.22,607.4,55822,53394,2428,4.5473274151
34202,広島県,呉市,呉市,228635,239973,-11338,-4.7246981952,352.80,648.1,96815,98654,-1839,-1.8640906603
34203,広島県,竹原市,竹原市,26440,28644,-2204,-7.6944560816,118.23,223.6,11197,11525,-328,-2.8459869848
34204,広島県,三原市,三原市,96205,100509,-4304,-4.2822035838,471.54,204.0,39629,40247,-618,-1.5355181753
34205,広島県,尾道市,尾道市,138628,145202,-6574,-4.5274858473,285.09,486.3,57710,58772,-1062,-1.8069829170
34207,広島県,福山市,福山市,465004,461357,3647,0.7904941293,518.05,897.6,185122,178718,6404,3.5832988283
34208,広島県,府中市,府中市,40084,42563,-2479,-5.8243074971,195.75,204.8,14920,15122,-202,-1.3358021426
34209,広島県,三次市,三次市,53677,56605,-2928,-5.1726879251,778.14,69.0,21343,21786,-443,-2.0334159552
34210,広島県,庄原市,庄原市,37008,40244,-3236,-8.0409502038,1246.49,29.7,14496,15269,-773,-5.0625450259
34211,広島県,大竹市,大竹市,27884,28836,-952,-3.3014287696,78.66,354.5,11738,11851,-113,-0.9535060332
34212,広島県,東広島市,東広島市,192905,190135,2770,1.4568595998,635.16,303.7,84804,80986,3818,4.7143950806
34213,広島県,廿日市市,廿日市市,114937,114038,899,0.7883337133,489.48,234.8,46008,44644,1364,3.0552817848
34214,広島県,安芸高田市,安芸高田市,29485,31487,-2002,-6.3581795662,537.75,54.8,11659,11804,-145,-1.2283971535
34215,広島県,江田島市,江田島市,24351,27031,-2680,-9.9145425622,100.74,241.7,10745,11451,-706,-6.1654004017
34300,広島県,安芸郡,安芸郡,116237,116712,-475,-0.4069847145,73.66,1578.0,47778,46378,1400,3.0186726465
34302,広島県,府中町,府中町,51055,50442,613,1.2152571270,10.41,4904.4,21092,20237,855,4.2249345259
34304,広島県,海田町,海田町,28665,28475,190,0.6672519754,13.79,2078.7,12199,11667,532,4.5598697180
34307,広島県,熊野町,熊野町,23762,24533,-771,-3.1427057433,33.76,703.9,9386,9291,95,1.0224948875
34309,広島県,坂町,坂町,12755,13262,-507,-3.8229527975,15.69,812.9,5101,5183,-82,-1.5820953116
34368,広島県,安芸太田町,安芸太田町,6460,7255,-795,-10.9579600276,341.89,18.9,2774,3017,-243,-8.0543586344
34369,広島県,北広島町,北広島町,18915,19969,-1054,-5.2781811808,646.20,29.3,7738,7699,39,0.5065592934
34420,広島県,豊田郡,豊田郡,8037,8448,-411,-4.8650568182,43.11,186.4,3890,3880,10,0.2577319588
34431,広島県,大崎上島町,大崎上島町,8037,8448,-411,-4.8650568182,43.11,186.4,3890,3880,10,0.2577319588
34460,広島県,世羅郡,世羅郡,16340,17549,-1209,-6.8892814405,278.14,58.7,6239,6504,-265,-4.0744157442
34462,広島県,世羅町,世羅町,16340,17549,-1209,-6.8892814405,278.14,58.7,6239,6504,-265,-4.0744157442
34540,広島県,神石郡,神石郡,9224,10350,-1126,-10.8792270531,381.98,24.1,3538,3753,-215,-5.7287503331
34545,広島県,神石高原町,神石高原町,9224,10350,-1126,-10.8792270531,381.98,24.1,3538,3753,-215,-5.7287503331
35201,山口県,下関市,下関市,268617,280947,-12330,-4.3887281231,715.89,375.2,116301,118178,-1877,-1.5882820830
35202,山口県,宇部市,宇部市,169410,173772,-4362,-2.5101857607,286.65,591.0,73225,72447,778,1.0738884978
35203,山口県,山口市,山口市,197502,196628,874,0.4444941717,1023.23,193.0,84980,81299,3681,4.5277309684
35204,山口県,萩市,萩市,49571,53747,-4176,-7.7697359853,698.31,71.0,21601,22243,-642,-2.8863013083
35206,山口県,防府市,防府市,115981,116611,-630,-0.5402577801,189.37,612.5,47571,46851,720,1.5367868349
35207,山口県,下松市,下松市,55831,55012,819,1.4887660874,89.35,624.9,23726,22653,1073,4.7366794685
35208,山口県,岩国市,岩国市,136809,143857,-7048,-4.8993097312,873.72,156.6,59001,59486,-485,-0.8153178899
35210,山口県,光市,光市,51392,53004,-1612,-3.0412799034,92.13,557.8,20872,20913,-41,-0.1960503036
35211,山口県,長門市,長門市,35452,38349,-2897,-7.5543038932,357.29,99.2,14661,15143,-482,-3.1829888397
35212,山口県,柳井市,柳井市,32966,34730,-1764,-5.0791822632,140.05,235.4,14170,14527,-357,-2.4574929442
35213,山口県,美祢市,美祢市,26166,28630,-2464,-8.6063569682,472.64,55.4,10093,10534,-441,-4.1864438960
35215,山口県,周南市,周南市,144713,149487,-4774,-3.1935887402,656.29,220.5,61975,61841,134,0.2166847237
35216,山口県,山陽小野田市,山陽小野田市,62706,64550,-1844,-2.8567002324,133.09,471.2,25736,25536,200,0.7832080201
35300,山口県,大島郡,大島郡,17203,19084,-1881,-9.8564242297,138.09,124.6,8040,8786,-746,-8.4907807876
35305,山口県,周防大島町,周防大島町,17203,19084,-1881,-9.8564242297,138.09,124.6,8040,8786,-746,-8.4907807876
35320,山口県,玖珂郡,玖珂郡,6288,6378,-90,-1.4111006585,10.58,594.3,2594,2589,5,0.1931247586
35321,山口県,和木町,和木町,6288,6378,-90,-1.4111006585,10.58,594.3,2594,2589,5,0.1931247586
35340,山口県,熊毛郡,熊毛郡,30931,32809,-1878,-5.7240391356,119.69,258.4,12509,12827,-318,-2.4791455524
35341,山口県,上関町,上関町,2804,3332,-528,-15.8463385354,34.69,80.8,1459,1668,-209,-12.5299760192
35343,山口県,田布施町,田布施町,15325,15986,-661,-4.1348680095,50.42,303.9,6105,6115,-10,-0.1635322976
35344,山口県,平生町,平生町,12802,13491,-689,-5.1071084427,34.58,370.2,4945,5044,-99,-1.9627279937
35500,山口県,阿武郡,阿武郡,3469,3743,-274,-7.3203312851,115.95,29.9,1495,1579,-84,-5.3198226726
35502,山口県,阿武町,阿武町,3469,3743,-274,-7.3203312851,115.95,29.9,1495,1579,-84,-5.3198226726
36201,徳島県,徳島市,徳島市,258602,264548,-5946,-2.2476072395,191.25,1352.2,114352,111675,2677,2.3971345422
36202,徳島県,鳴門市,鳴門市,59122,61513,-2391,-3.8869832393,135.66,435.8,23233,22994,239,1.0394015830
36203,徳島県,小松島市,小松島市,38776,40614,-1838,-4.5255330674,45.37,854.7,15235,15201,34,0.2236694954
36204,徳島県,阿南市,阿南市,73100,76063,-2963,-3.8954550833,279.56,261.5,27208,26910,298,1.1073950204
36205,徳島県,吉野川市,吉野川市,41487,44020,-2533,-5.7542026352,144.14,287.8,15711,15794,-83,-0.5255160187
36206,徳島県,阿波市,阿波市,37218,39247,-2029,-5.1698218972,191.11,194.7,13101,13252,-151,-1.1394506490
36207,徳島県,美馬市,美馬市,30530,32484,-1954,-6.0152690555,367.14,83.2,11463,11648,-185,-1.5882554945
36208,徳島県,三好市,三好市,26851,29951,-3100,-10.3502387232,721.42,37.2,11306,12043,-737,-6.1197376069
36300,徳島県,勝浦郡,勝浦郡,6849,7548,-699,-9.2607313196,179.46,38.2,2592,2644,-52,-1.9667170953
36301,徳島県,勝浦町,勝浦町,5303,5765,-462,-8.0138768430,69.83,75.9,1860,1881,-21,-1.1164274322
36302,徳島県,上勝町,上勝町,1546,1783,-237,-13.2922041503,109.63,14.1,732,763,-31,-4.0629095675
36320,徳島県,名東郡,名東郡,2292,2588,-296,-11.4374034003,42.28,54.2,793,834,-41,-4.9160671463
36321,徳島県,佐那河内村,佐那河内村,2292,2588,-296,-11.4374034003,42.28,54.2,793,834,-41,-4.9160671463
36340,徳島県,名西郡,名西郡,30905,31992,-1087,-3.3977244311,202.16,152.9,11488,11284,204,1.8078695498
36341,徳島県,石井町,石井町,25600,25954,-354,-1.3639516067,28.85,887.3,9330,8933,397,4.4441956789
36342,徳島県,神山町,神山町,5305,6038,-733,-12.1397813846,173.30,30.6,2158,2351,-193,-8.2092726499
36360,徳島県,那賀郡,那賀郡,8407,9318,-911,-9.7767761322,694.98,12.1,3489,3708,-219,-5.9061488673
36368,徳島県,那賀町,那賀町,8407,9318,-911,-9.7767761322,694.98,12.1,3489,3708,-219,-5.9061488673
36380,徳島県,海部郡,海部郡,20646,23037,-2391,-10.3789555932,525.03,39.3,8957,9626,-669,-6.9499272803
36383,徳島県,牟岐町,牟岐町,4260,4826,-566,-11.7281392458,56.56,75.3,1871,2059,-188,-9.1306459446
36387,徳島県,美波町,美波町,7101,7765,-664,-8.5511912428,140.82,50.4,2889,3097,-208,-6.7161769454
36388,徳島県,海陽町,海陽町,9285,10446,-1161,-11.1143021252,327.65,28.3,4197,4470,-273,-6.1073825503
36400,徳島県,板野郡,板野郡,97697,97034,663,0.6832656595,110.06,887.7,37011,35115,1896,5.3994019650
36401,徳島県,松茂町,松茂町,15212,15070,142,0.9422694094,14.24,1068.3,5887,5602,285,5.0874687612
36402,徳島県,北島町,北島町,22445,21658,787,3.6337611968,8.74,2568.1,8811,8269,542,6.5546015238
36403,徳島県,藍住町,藍住町,34629,33338,1291,3.8724578559,16.27,2128.4,13123,12098,1025,8.4724747892
36404,徳島県,板野町,板野町,13369,14241,-872,-6.1231655080,36.22,369.1,4927,4897,30,0.6126199714
36405,徳島県,上板町,上板町,12042,12727,-685,-5.3822581912,34.58,348.2,4263,4249,14,0.3294892916
36460,徳島県,美馬郡,美馬郡,8930,10490,-1560,-14.8713060057,194.84,45.8,3839,4286,-447,-10.4293047130
36468,徳島県,つるぎ町,つるぎ町,8930,10490,-1560,-14.8713060057,194.84,45.8,3839,4286,-447,-10.4293047130
36480,徳島県,三好郡,三好郡,14651,15044,-393,-2.6123371444,122.48,119.6,5320,5280,40,0.7575757576
36489,徳島県,東みよし町,東みよし町,14651,15044,-393,-2.6123371444,122.48,119.6,5320,5280,40,0.7575757576
37201,香川県,高松市,高松市,420943,419429,1514,0.3609669336,375.41,1121.3,182005,174278,7727,4.4337208368
37202,香川県,丸亀市,丸亀市,110063,110473,-410,-0.3711314077,111.78,984.6,43816,42983,833,1.9379754787
37203,香川県,坂出市,坂出市,53197,55621,-2424,-4.3580661980,92.51,575.0,21356,21394,-38,-0.1776198934
37204,香川県,善通寺市,善通寺市,32942,33817,-875,-2.5874560132,39.93,825.0,12976,12987,-11,-0.0847000847
37205,香川県,観音寺市,観音寺市,59444,62690,-3246,-5.1778593077,117.84,504.4,21909,22476,-567,-2.5226908703
37206,香川県,さぬき市,さぬき市,50300,53000,-2700,-5.0943396226,158.63,317.1,19737,19698,39,0.1979896436
37207,香川県,東かがわ市,東かがわ市,31046,33625,-2579,-7.6698884758,152.83,203.1,12438,12754,-316,-2.4776540693
37208,香川県,三豊市,三豊市,65566,68512,-2946,-4.2999766464,222.71,294.4,22752,22871,-119,-0.5203095623
37320,香川県,小豆郡,小豆郡,28875,31275,-2400,-7.6738609113,169.96,169.9,12473,13013,-540,-4.1496964574
37322,香川県,土庄町,土庄町,14005,15123,-1118,-7.3927130860,74.37,188.3,6059,6297,-238,-3.7795775766
37324,香川県,小豆島町,小豆島町,14870,16152,-1282,-7.9370975731,95.59,155.6,6414,6716,-302,-4.4967242406
37340,香川県,木田郡,木田郡,27695,28464,-769,-2.7016582350,75.78,365.5,10658,10639,19,0.1785882132
37341,香川県,三木町,三木町,27695,28464,-769,-2.7016582350,75.78,365.5,10658,10639,19,0.1785882132
37360,香川県,香川郡,香川郡,3142,3325,-183,-5.5037593985,14.22,221.0,1516,1510,6,0.3973509934
37364,香川県,直島町,直島町,3142,3325,-183,-5.5037593985,14.22,221.0,1516,1510,6,0.3973509934
37380,香川県,綾歌郡,綾歌郡,42580,43059,-479,-1.1124271349,117.84,361.3,17012,16459,553,3.3598639042
37386,香川県,宇多津町,宇多津町,18958,18434,524,2.8425735055,8.10,2340.5,8464,8050,414,5.1428571429
37387,香川県,綾川町,綾川町,23622,24625,-1003,-4.0730964467,109.75,215.2,8548,8409,139,1.6529908431
37400,香川県,仲多度郡,仲多度郡,50963,52552,-1589,-3.0236717917,227.30,224.2,19668,19412,256,1.3187718937
37403,香川県,琴平町,琴平町,9189,9967,-778,-7.8057590047,8.47,1084.9,3708,3880,-172,-4.4329896907
37404,香川県,多度津町,多度津町,23382,23498,-116,-0.4936590348,24.38,959.1,9508,9177,331,3.6068431949
37406,香川県,まんのう町,まんのう町,18392,19087,-695,-3.6412217740,194.45,94.6,6452,6355,97,1.5263571991
38201,愛媛県,松山市,松山市,515092,517231,-2139,-0.4135482985,429.37,1199.6,230816,224178,6638,2.9610398879
38202,愛媛県,今治市,今治市,158185,166532,-8347,-5.0122498979,419.13,377.4,66980,68249,-1269,-1.8593679028
38203,愛媛県,宇和島市,宇和島市,77473,84210,-6737,-8.0002375015,468.15,165.5,32706,34041,-1335,-3.9217414295
38204,愛媛県,八幡浜市,八幡浜市,34963,38370,-3407,-8.8793328121,132.68,263.5,14993,15849,-856,-5.4009716701
38205,愛媛県,新居浜市,新居浜市,119905,121735,-1830,-1.5032652894,234.46,511.4,50638,50377,261,0.5180935744
38206,愛媛県,西条市,西条市,108244,112091,-3847,-3.4320329018,509.98,212.3,44592,44630,-38,-0.0851445216
38207,愛媛県,大洲市,大洲市,44131,47157,-3026,-6.4168628199,432.22,102.1,18085,18410,-325,-1.7653449212
38210,愛媛県,伊予市,伊予市,36839,38017,-1178,-3.0986137780,194.44,189.5,14026,13959,67,0.4799770757
38213,愛媛県,四国中央市,四国中央市,87467,90187,-2720,-3.0159557364,421.24,207.6,34954,34951,3,0.0085834454
38214,愛媛県,西予市,西予市,38927,42080,-3153,-7.4928707224,514.34,75.7,16370,17096,-726,-4.2466073935
38215,愛媛県,東温市,東温市,34652,35253,-601,-1.7048194480,211.30,164.0,13980,13490,490,3.6323202372
38340,愛媛県,越智郡,越智郡,7122,7648,-526,-6.8776150628,30.38,234.4,3386,3618,-232,-6.4123825318
38356,愛媛県,上島町,上島町,7122,7648,-526,-6.8776150628,30.38,234.4,3386,3618,-232,-6.4123825318
38380,愛媛県,上浮穴郡,上浮穴郡,8460,9644,-1184,-12.2770634591,583.69,14.5,4060,4468,-408,-9.1316025067
38386,愛媛県,久万高原町,久万高原町,8460,9644,-1184,-12.2770634591,583.69,14.5,4060,4468,-408,-9.1316025067
38400,愛媛県,伊予郡,伊予郡,51322,52340,-1018,-1.9449751624,121.99,420.7,19878,19580,298,1.5219611849
38401,愛媛県,松前町,松前町,30070,30359,-289,-0.9519417636,20.41,1473.3,11524,11308,216,1.9101521047
38402,愛媛県,砥部町,砥部町,21252,21981,-729,-3.3165006142,101.59,209.2,8354,8272,82,0.9912959381
38420,愛媛県,喜多郡,喜多郡,16750,18045,-1295,-7.1765031865,299.43,55.9,6475,6722,-247,-3.6745016364
38422,愛媛県,内子町,内子町,16750,18045,-1295,-7.1765031865,299.43,55.9,6475,6722,-247,-3.6745016364
38440,愛媛県,西宇和郡,西宇和郡,9629,10882,-1253,-11.5144274949,93.98,102.5,4486,4884,-398,-8.1490581491
38442,愛媛県,伊方町,伊方町,9629,10882,-1253,-11.5144274949,93.98,102.5,4486,4884,-398,-8.1490581491
38480,愛媛県,北宇和郡,北宇和郡,14776,16010,-1234,-7.7076826983,340.34,43.4,6373,6549,-176,-2.6874331959
38484,愛媛県,松野町,松野町,4068,4377,-309,-7.0596298835,98.45,41.3,1773,1748,25,1.4302059497
38488,愛媛県,鬼北町,鬼北町,10708,11633,-925,-7.9515172355,241.88,44.3,4600,4801,-201,-4.1866277859
38500,愛媛県,南宇和郡,南宇和郡,21903,24061,-2158,-8.9688707868,238.98,91.7,9411,9837,-426,-4.3305885941
38506,愛媛県,愛南町,愛南町,21903,24061,-2158,-8.9688707868,238.98,91.7,9411,9837,-426,-4.3305885941
39201,高知県,高知市,高知市,337360,343393,-6033,-1.7568791443,308.99,1091.8,153676,150857,2819,1.8686570726
39202,高知県,室戸市,室戸市,13523,15210,-1687,-11.0913872452,248.18,54.5,6514,6996,-482,-6.8896512293
39203,高知県,安芸市,安芸市,17602,19547,-1945,-9.9503760168,317.20,55.5,7608,8111,-503,-6.2014548144
39204,高知県,南国市,南国市,47999,49472,-1473,-2.9774417853,125.30,383.1,19496,19377,119,0.6141301543
39205,高知県,土佐市,土佐市,27065,28686,-1621,-5.6508401311,91.49,295.8,10248,10544,-296,-2.8072837633
39206,高知県,須崎市,須崎市,22598,24698,-2100,-8.5027127703,135.44,166.8,9011,9323,-312,-3.3465622654
39208,高知県,宿毛市,宿毛市,20919,22610,-1691,-7.4789915966,286.19,73.1,8917,9213,-296,-3.2128514056
39209,高知県,土佐清水市,土佐清水市,13780,16029,-2249,-14.0308191403,266.34,51.7,6588,7216,-628,-8.7028824834
39210,高知県,四万十市,四万十市,34315,35933,-1618,-4.5028247015,632.29,54.3,14795,14874,-79,-0.5311281431
39211,高知県,香南市,香南市,32979,33830,-851,-2.5155187703,126.48,260.7,12954,12877,77,0.5979653646
39212,高知県,香美市,香美市,27541,28766,-1225,-4.2584996176,537.86,51.2,11994,12245,-251,-2.0498162515
39300,高知県,安芸郡,安芸郡,17204,18819,-1615,-8.5817524842,563.13,30.6,7620,7896,-276,-3.4954407295
39301,高知県,東洋町,東洋町,2583,2947,-364,-12.3515439430,74.06,34.9,1382,1461,-79,-5.4072553046
39302,高知県,奈半利町,奈半利町,3285,3542,-257,-7.2557876906,28.36,115.8,1447,1480,-33,-2.2297297297
39303,高知県,田野町,田野町,2734,2932,-198,-6.7530695771,6.53,418.7,1185,1214,-29,-2.3887973641
39304,高知県,安田町,安田町,2636,2970,-334,-11.2457912458,52.36,50.3,1146,1203,-57,-4.7381546135
39305,高知県,北川村,北川村,1294,1367,-73,-5.3401609364,196.73,6.6,582,598,-16,-2.6755852843
39306,高知県,馬路村,馬路村,822,1013,-191,-18.8548864758,165.48,5.0,391,450,-59,-13.1111111111
39307,高知県,芸西村,芸西村,3850,4048,-198,-4.8913043478,39.60,97.2,1487,1490,-3,-0.2013422819
39340,高知県,長岡郡,長岡郡,7545,8822,-1277,-14.4751756971,449.28,16.8,3749,4070,-321,-7.8869778870
39341,高知県,本山町,本山町,3579,4103,-524,-12.7711430660,134.22,26.7,1698,1758,-60,-3.4129692833
39344,高知県,大豊町,大豊町,3966,4719,-753,-15.9567705022,315.06,12.6,2051,2312,-261,-11.2889273356
39360,高知県,土佐郡,土佐郡,4396,4769,-373,-7.8213461942,307.40,14.3,1945,2012,-67,-3.3300198807
39363,高知県,土佐町,土佐町,3999,4358,-359,-8.2377237265,212.13,18.9,1734,1799,-65,-3.6131183991
39364,高知県,大川村,大川村,397,411,-14,-3.4063260341,95.27,4.2,211,213,-2,-0.9389671362
39380,高知県,吾川郡,吾川郡,28278,31562,-3284,-10.4049173056,803.97,35.2,11934,12846,-912,-7.0994862214
39386,高知県,いの町,いの町,22735,25062,-2327,-9.2849732663,470.97,48.3,9189,9772,-583,-5.9660253786
39387,高知県,仁淀川町,仁淀川町,5543,6500,-957,-14.7230769231,333.00,16.6,2745,3074,-329,-10.7026675342
39400,高知県,高岡郡,高岡郡,57468,62480,-5012,-8.0217669654,1527.48,37.6,23951,25082,-1131,-4.5092097919
39401,高知県,中土佐町,中土佐町,6807,7605,-798,-10.4930966469,193.28,35.2,2918,3121,-203,-6.5043255367
39402,高知県,佐川町,佐川町,13114,13951,-837,-5.9995699233,100.80,130.1,5236,5340,-104,-1.9475655431
39403,高知県,越知町,越知町,5797,6374,-577,-9.0524003765,111.95,51.8,2518,2641,-123,-4.6573267702
39405,高知県,檮原町,檮原町,3608,3984,-376,-9.4377510040,236.45,15.3,1560,1769,-209,-11.8145845110
39410,高知県,日高村,日高村,5026,5447,-421,-7.7290251515,44.85,112.1,1976,2063,-87,-4.2171594765
39411,高知県,津野町,津野町,5796,6407,-611,-9.5364445138,197.85,29.3,2297,2406,-109,-4.5303408146
39412,高知県,四万十町,四万十町,17320,18712,-1392,-7.4390765284,642.30,27.0,7446,7742,-296,-3.8233014725
39420,高知県,幡多郡,幡多郡,17889,19830,-1941,-9.7881996974,376.90,47.5,7972,8370,-398,-4.7550776583
39424,高知県,大月町,大月町,5100,5783,-683,-11.8104789901,102.94,49.5,2370,2573,-203,-7.8896230082
39427,高知県,三原村,三原村,1568,1681,-113,-6.7221891731,85.37,18.4,702,745,-43,-5.7718120805
39428,高知県,黒潮町,黒潮町,11221,12366,-1145,-9.2592592593,188.58,59.5,4900,5052,-152,-3.0087094220
40101,福岡県,北九州市門司区,北九州市 門司区,99677,104469,-4792,-4.5870066718,73.67,1353.0,43078,44232,-1154,-2.6089708808
40103,福岡県,北九州市若松区,北九州市 若松区,82881,85167,-2286,-2.6841382226,71.31,1162.3,33686,33495,191,0.5702343633
40105,福岡県,北九州市戸畑区,北九州市 戸畑区,59137,61583,-2446,-3.9718753552,16.61,3560.3,27827,28064,-237,-0.8444982896
40106,福岡県,北九州市小倉北区,北九州市 小倉北区,182007,181936,71,0.0390247120,39.23,4639.5,91173,89036,2137,2.4001527472
40107,福岡県,北九州市小倉南区,北九州市 小倉南区,212933,214793,-1860,-0.8659500077,171.74,1239.9,88487,86420,2067,2.3918074520
40108,福岡県,北九州市八幡東区,北九州市 八幡東区,68891,71801,-2910,-4.0528683445,36.26,1899.9,31543,32142,-599,-1.8636052517
40109,福岡県,北九州市八幡西区,北九州市 八幡西区,256289,257097,-808,-0.3142782685,83.13,3083.0,110483,107313,3170,2.9539757532
40131,福岡県,福岡市東区,福岡市 東区,306014,292199,13815,4.7279422585,69.36,4412.0,140887,133165,7722,5.7988210115
40132,福岡県,福岡市博多区,福岡市 博多区,228200,212527,15673,7.3745924047,31.62,7217.0,139070,124266,14804,11.9131540405
40133,福岡県,福岡市中央区,福岡市 中央区,192554,178429,14125,7.9163140521,15.39,12511.6,115966,106966,9000,8.4138885253
40134,福岡県,福岡市南区,福岡市 南区,255852,247096,8756,3.5435620164,30.98,8258.6,119589,112423,7166,6.3741405228
40135,福岡県,福岡市西区,福岡市 西区,206974,193280,13694,7.0850579470,84.16,2459.3,88362,78018,10344,13.2584788126
40136,福岡県,福岡市城南区,福岡市 城南区,130973,128659,2314,1.7985527635,15.99,8190.9,64590,62266,2324,3.7323740083
40137,福岡県,福岡市早良区,福岡市 早良区,217943,211553,6390,3.0205196806,95.87,2273.3,95695,90254,5441,6.0285416713
40202,福岡県,大牟田市,大牟田市,117413,123638,-6225,-5.0348598327,81.45,1441.5,49363,49936,-573,-1.1474687600
40203,福岡県,久留米市,久留米市,304499,302402,2097,0.6934477947,229.96,1324.1,121742,116664,5078,4.3526709182
40204,福岡県,直方市,直方市,57180,57686,-506,-0.8771625698,61.76,925.8,23202,22645,557,2.4597041289
40205,福岡県,飯塚市,飯塚市,129246,131492,-2246,-1.7080887050,214.07,603.8,54719,53451,1268,2.3722661877
40206,福岡県,田川市,田川市,48461,50605,-2144,-4.2367355004,54.55,888.4,20909,21198,-289,-1.3633361638
40207,福岡県,柳川市,柳川市,67829,71375,-3546,-4.9681260946,77.15,879.2,23436,23333,103,0.4414348776
40210,福岡県,八女市,八女市,64437,69057,-4620,-6.6901255485,482.44,133.6,22130,22316,-186,-0.8334827030
40211,福岡県,筑後市,筑後市,48350,48512,-162,-0.3339379947,41.78,1157.3,17341,16628,713,4.2879480395
40212,福岡県,大川市,大川市,34839,37448,-2609,-6.9669942320,33.62,1036.3,12688,12577,111,0.8825634094
40213,福岡県,行橋市,行橋市,70601,70468,133,0.1887381506,70.05,1007.9,28653,27634,1019,3.6874864298
40214,福岡県,豊前市,豊前市,25961,27031,-1070,-3.9584181125,111.10,233.7,10086,10095,-9,-0.0891530461
