市区町村コード,都道府県,名称（空白なし）,名称,人口　平成27年,人口　平成22年（組替）,平成22年〜27年の人口増減数,平成22年〜27年の人口増減率（％）,面積（km2）,人口密度（1km2当たり）,世帯数　平成27年,世帯数　平成22年（組替）,平成22年〜27年の世帯増減数,平成22年〜27年の世帯増減率（％）
28222,兵庫県,養父市,養父市,24293,26501,-2208,-8.3317610656,422.91,57.4,8713,9062,-349,-3.8512469653
28223,兵庫県,丹波市,丹波市,64689,67757,-3068,-4.5279454521,493.21,131.2,22563,22461,102,0.4541204755
28224,兵庫県,南あわじ市,南あわじ市,46948,49834,-2886,-5.7912268732,229.01,205.0,16964,16981,-17,-0.1001118898
28225,兵庫県,朝来市,朝来市,30855,32814,-1959,-5.9700127994,403.06,76.6,11497,11655,-158,-1.3556413556
28226,兵庫県,淡路市,淡路市,43925,46459,-2534,-5.4542715082,184.35,238.3,17508,17436,72,0.4129387474
28227,兵庫県,宍粟市,宍粟市,37792,40938,-3146,-7.6847916361,658.54,57.4,12736,13174,-438,-3.3247305298
28228,兵庫県,加東市,加東市,40332,40181,151,0.3757995072,157.55,256.0,15104,14133,971,6.8704450577
28229,兵庫県,たつの市,たつの市,77443,80518,-3075,-3.8190218336,210.87,367.3,27286,26803,483,1.8020370854
28300,兵庫県,川辺郡,川辺郡,30851,31739,-888,-2.7978197171,90.33,341.5,10779,10547,232,2.1996776335
28301,兵庫県,猪名川町,猪名川町,30851,31739,-888,-2.7978197171,90.33,341.5,10779,10547,232,2.1996776335
28360,兵庫県,多可郡,多可郡,21222,23104,-1882,-8.1457756233,185.19,114.6,6648,6709,-61,-0.9092264123
28365,兵庫県,多可町,多可町,21222,23104,-1882,-8.1457756233,185.19,114.6,6648,6709,-61,-0.9092264123
28380,兵庫県,加古郡,加古郡,64788,64209,579,0.9017427463,44.05,1470.8,24239,22807,1432,6.2787740606
28381,兵庫県,稲美町,稲美町,31033,31026,7,0.0225617224,34.92,888.7,11018,10226,792,7.7449638177
28382,兵庫県,播磨町,播磨町,33755,33183,572,1.7237742217,9.13,3697.2,13221,12581,640,5.0870360067
28440,兵庫県,神崎郡,神崎郡,43518,45407,-1889,-4.1601515185,330.70,131.6,15037,14802,235,1.5876232941
28442,兵庫県,市川町,市川町,12311,13288,-977,-7.3524984949,82.67,148.9,4335,4350,-15,-0.3448275862
28443,兵庫県,福崎町,福崎町,19745,19830,-85,-0.4286434695,45.79,431.2,6904,6639,265,3.9915649947
28446,兵庫県,神河町,神河町,11462,12289,-827,-6.7295955733,202.23,56.7,3798,3813,-15,-0.3933910307
28460,兵庫県,揖保郡,揖保郡,33699,33438,261,0.7805490759,22.61,1490.4,12087,11640,447,3.8402061856
28464,兵庫県,太子町,太子町,33699,33438,261,0.7805490759,22.61,1490.4,12087,11640,447,3.8402061856
28480,兵庫県,赤穂郡,赤穂郡,15233,16636,-1403,-8.4335176725,150.26,101.4,5714,5870,-156,-2.6575809199
28481,兵庫県,上郡町,上郡町,15233,16636,-1403,-8.4335176725,150.26,101.4,5714,5870,-156,-2.6575809199
28500,兵庫県,佐用郡,佐用郡,17508,19265,-1757,-9.1201661043,307.44,56.9,6108,6301,-193,-3.0630058721
28501,兵庫県,佐用町,佐用町,17508,19265,-1757,-9.1201661043,307.44,56.9,6108,6301,-193,-3.0630058721
28580,兵庫県,美方郡,美方郡,32894,35700,-2806,-7.8599439776,609.78,53.9,11540,11791,-251,-2.1287422610
28585,兵庫県,香美町,香美町,18076,19696,-1620,-8.2250203087,368.77,49.0,6224,6449,-225,-3.4889130098
28586,兵庫県,新温泉町,新温泉町,14818,16004,-1186,-7.4106473382,241.01,61.5,5316,5342,-26,-0.4867090977
29201,奈良県,奈良市,奈良市,360439,366591,-6152,-1.6781644939,276.94,1301.5,149274,147421,1853,1.2569443973
29202,奈良県,大和高田市,大和高田市,64856,68451,-3595,-5.2519320390,16.48,3935.4,25604,25815,-211,-0.8173542514
29203,奈良県,大和郡山市,大和郡山市,87180,89023,-1843,-2.0702515080,42.69,2042.2,34149,33235,914,2.7501128329
29204,奈良県,天理市,天理市,67437,69178,-1741,-2.5166960594,86.42,780.3,25725,25396,329,1.2954796031
29205,奈良県,橿原市,橿原市,124126,125605,-1479,-1.1775008957,39.56,3137.7,49863,48740,1123,2.3040623718
29206,奈良県,桜井市,桜井市,57253,60146,-2893,-4.8099624248,98.91,578.8,21648,21417,231,1.0785824345
29207,奈良県,五條市,五條市,31012,34460,-3448,-10.0058038305,292.02,106.2,11171,11738,-567,-4.8304651559
29208,奈良県,御所市,御所市,26888,30287,-3399,-11.2226367749,60.58,443.8,10416,10603,-187,-1.7636517967
29209,奈良県,生駒市,生駒市,118297,118113,184,0.1557830213,53.15,2225.7,45597,44484,1113,2.5020231994
29210,奈良県,香芝市,香芝市,77637,75227,2410,3.2036369920,24.26,3200.2,27777,26131,1646,6.2990318013
29211,奈良県,葛城市,葛城市,36655,35859,796,2.2198053487,33.72,1087.0,12546,11891,655,5.5083676730
29212,奈良県,宇陀市,宇陀市,31117,34227,-3110,-9.0863937827,247.50,125.7,11145,11527,-382,-3.3139585321
29320,奈良県,山辺郡,山辺郡,3676,4107,-431,-10.4942780618,66.52,55.3,1144,1196,-52,-4.3478260870
29322,奈良県,山添村,山添村,3676,4107,-431,-10.4942780618,66.52,55.3,1144,1196,-52,-4.3478260870
29340,奈良県,生駒郡,生駒郡,77196,78830,-1634,-2.0728149182,51.27,1505.7,29455,29186,269,0.9216747756
29342,奈良県,平群町,平群町,18897,19727,-830,-4.2074314391,23.90,790.7,7105,7090,15,0.2115655853
29343,奈良県,三郷町,三郷町,23541,23440,101,0.4308873720,8.79,2678.2,9148,8978,170,1.8935174872
29344,奈良県,斑鳩町,斑鳩町,27314,27734,-420,-1.5143866734,14.27,1914.1,10330,10184,146,1.4336213668
29345,奈良県,安堵町,安堵町,7444,7929,-485,-6.1167864800,4.31,1727.1,2872,2934,-62,-2.1131561009
